#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        2617     1.60467     1.71306  0.00500147
        2618     1.60573     1.71302  0.00499972
        2619     1.60685     1.71298  0.00499798
        2620     1.60801     1.71294  0.00499623
        2621     1.60922      1.7129  0.00499448
        2622     1.61046     1.71286  0.00499273
        2623     1.61174     1.71282  0.00499098
        2624     1.61306     1.71278  0.00498922
        2625     1.61441     1.71275  0.00498746
        2626     1.61578     1.71271   0.0049857
        2627     1.61718     1.71267  0.00498393
        2628     1.61861     1.71264  0.00498216
        2629     1.62005      1.7126  0.00498039
        2630     1.62151     1.71257  0.00497862
        2631     1.62298     1.71253  0.00497684
        2632     1.62446      1.7125  0.00497506
        2633     1.62595     1.71247  0.00497328
        2634     1.62744     1.71244   0.0049715
        2635     1.62893      1.7124  0.00496971
        2636     1.63041     1.71237  0.00496793
        2637     1.63188     1.71234  0.00496614
        2638     1.63334     1.71231  0.00496434
        2639     1.63479     1.71228  0.00496255
        2640     1.63622     1.71225  0.00496075
        2641     1.63763     1.71223  0.00495896
        2642     1.63902      1.7122  0.00495716
        2643     1.64038     1.71217  0.00495535
        2644     1.64172     1.71214  0.00495355
        2645     1.64302     1.71212  0.00495175
        2646     1.64428     1.71209  0.00494994
        2647     1.64551     1.71207  0.00494814
        2648      1.6467     1.71204  0.00494633
        2649     1.64785     1.71202  0.00494452
        2650     1.64896       1.712  0.00494271
        2651     1.65002     1.71197   0.0049409
        2652     1.65104     1.71195  0.00493909
        2653       1.652     1.71193  0.00493728
        2654     1.65292      1.7119  0.00493547
        2655     1.65379     1.71188  0.00493366
        2656      1.6546     1.71186  0.00493185
        2657     1.65536     1.71184  0.00493004
        2658     1.65607     1.71182  0.00492823
        2659     1.65673      1.7118  0.00492642
        2660     1.65733     1.71178  0.00492461
        2661     1.65788     1.71176   0.0049228
        2662     1.65837     1.71174    0.004921
        2663     1.65881     1.71172  0.00491919
        2664      1.6592      1.7117  0.00491738
        2665     1.65954     1.71168  0.00491558
        2666     1.65982     1.71166  0.00491377
        2667     1.66006     1.71164  0.00491197
        2668     1.66024     1.71162  0.00491016
        2669     1.66038      1.7116  0.00490836
        2670     1.66047     1.71158  0.00490656
        2671     1.66052     1.71156  0.00490476
        2672     1.66053     1.71154  0.00490296
        2673      1.6605     1.71152  0.00490116
        2674     1.66043      1.7115  0.00489937
        2675     1.66032     1.71149  0.00489757
        2676     1.66019     1.71147  0.00489578
        2677     1.66002     1.71145  0.00489399
        2678     1.65983     1.71143   0.0048922
        2679     1.65961     1.71141  0.00489041
        2680     1.65937     1.71139  0.00488863
        2681     1.65912     1.71137  0.00488684
        2682     1.65885     1.71135  0.00488506
        2683     1.65856     1.71133  0.00488328
        2684     1.65827     1.71131   0.0048815
        2685     1.65798     1.71129  0.00487972
        2686     1.65768     1.71127  0.00487795
        2687     1.65738     1.71125  0.00487617
        2688     1.65708     1.71123   0.0048744
        2689     1.65679     1.71121  0.00487263
        2690     1.65651     1.71119  0.00487086
        2691     1.65625     1.71117  0.00486909
        2692       1.656     1.71115  0.00486733
        2693     1.65577     1.71113  0.00486556
        2694     1.65557     1.71111   0.0048638
        2695     1.65538     1.71109  0.00486204
        2696     1.65523     1.71107  0.00486028
        2697     1.65511     1.71105  0.00485852
        2698     1.65502     1.71102  0.00485677
        2699     1.65497       1.711  0.00485501
        2700     1.65496     1.71098  0.00485326
        2701     1.65499     1.71096   0.0048515
        2702     1.65506     1.71094  0.00484975
        2703     1.65518     1.71092    0.004848
        2704     1.65534      1.7109  0.00484625
        2705     1.65556     1.71088   0.0048445
        2706     1.65582     1.71086  0.00484276
        2707     1.65614     1.71084  0.00484101
        2708      1.6565     1.71082  0.00483926
        2709     1.65693      1.7108  0.00483752
        2710      1.6574     1.71078  0.00483577
        2711     1.65794     1.71076  0.00483403
        2712     1.65853     1.71074  0.00483229
        2713     1.65918     1.71072  0.00483054
        2714     1.65989      1.7107   0.0048288
        2715     1.66066     1.71069  0.00482705
        2716     1.66148     1.71067  0.00482531
        2717     1.66237     1.71065  0.00482357
        2718     1.66331     1.71063  0.00482182
        2719     1.66432     1.71061  0.00482008
        2720     1.66538      1.7106  0.00481834
        2721      1.6665     1.71058  0.00481659
        2722     1.66768     1.71057  0.00481485
        2723     1.66891     1.71055  0.00481311
        2724      1.6702     1.71054  0.00481136
        2725     1.67155     1.71052  0.00480962
        2726     1.67295     1.71051  0.00480787
        2727     1.67441     1.71049  0.00480613
        2728     1.67591     1.71048  0.00480438
        2729     1.67747     1.71047  0.00480264
        2730     1.67907     1.71046  0.00480089
        2731     1.68073     1.71045  0.00479915
        2732     1.68243     1.71044   0.0047974
        2733     1.68417     1.71043  0.00479566
        2734     1.68596     1.71042  0.00479391
        2735      1.6878     1.71041  0.00479216
        2736     1.68967      1.7104  0.00479042
        2737     1.69158      1.7104  0.00478867
        2738     1.69353     1.71039  0.00478693
        2739     1.69552     1.71038  0.00478518
        2740     1.69754     1.71038  0.00478344
        2741     1.69959     1.71038   0.0047817
        2742     1.70166     1.71037  0.00477995
        2743     1.70377     1.71037  0.00477821
        2744     1.70591     1.71037  0.00477647
        2745     1.70806     1.71037  0.00477473
        2746     1.71025     1.71037  0.00477299
        2747     1.71245     1.71037  0.00477125
        2748     1.71467     1.71037  0.00476952
        2749     1.71691     1.71037  0.00476778
        2750     1.71916     1.71038  0.00476605
        2751     1.72143     1.71038  0.00476432
        2752      1.7237     1.71038  0.00476259
        2753     1.72599     1.71039  0.00476087
        2754     1.72828      1.7104  0.00475914
        2755     1.73058      1.7104  0.00475742
        2756     1.73287     1.71041   0.0047557
        2757     1.73517     1.71042  0.00475398
        2758     1.73747     1.71043  0.00475227
        2759     1.73977     1.71044  0.00475056
        2760     1.74206     1.71045  0.00474885
        2761     1.74434     1.71047  0.00474715
        2762     1.74661     1.71048  0.00474545
        2763     1.74887     1.71049  0.00474375
        2764     1.75112     1.71051  0.00474206
        2765     1.75336     1.71052  0.00474037
        2766     1.75557     1.71054  0.00473868
        2767     1.75777     1.71056    0.004737
        2768     1.75995     1.71057  0.00473532
        2769     1.76211     1.71059  0.00473365
        2770     1.76424     1.71061  0.00473198
        2771     1.76635     1.71063  0.00473031
        2772     1.76842     1.71065  0.00472865
        2773     1.77047     1.71067    0.004727
        2774     1.77249      1.7107  0.00472535
        2775     1.77447     1.71072   0.0047237
        2776     1.77642     1.71074  0.00472206
        2777     1.77833     1.71077  0.00472042
        2778     1.78021     1.71079  0.00471879
        2779     1.78204     1.71082  0.00471716
        2780     1.78383     1.71084  0.00471553
        2781     1.78557     1.71087  0.00471391
        2782     1.78726      1.7109   0.0047123
        2783     1.78891     1.71093  0.00471069
        2784     1.79051     1.71096  0.00470908
        2785     1.79205     1.71098  0.00470748
        2786     1.79354     1.71101  0.00470589
        2787     1.79497     1.71104   0.0047043
        2788     1.79635     1.71107  0.00470271
        2789     1.79766     1.71111  0.00470112
        2790     1.79891     1.71114  0.00469954
        2791      1.8001     1.71117  0.00469797
        2792     1.80123      1.7112   0.0046964
        2793     1.80228     1.71123  0.00469483
        2794     1.80327     1.71127  0.00469326
        2795     1.80418      1.7113   0.0046917
        2796     1.80502     1.71133  0.00469014
        2797     1.80579     1.71137  0.00468859
        2798     1.80648      1.7114  0.00468704
        2799      1.8071     1.71144  0.00468549
        2800     1.80763     1.71147  0.00468394
        2801     1.80808      1.7115  0.00468239
        2802     1.80845     1.71154  0.00468085
        2803     1.80874     1.71157  0.00467931
        2804     1.80894     1.71161  0.00467777
        2805     1.80905     1.71164  0.00467623
        2806     1.80907     1.71168  0.00467469
        2807       1.809     1.71171  0.00467316
        2808     1.80883     1.71175  0.00467162
        2809     1.80858     1.71178  0.00467008
        2810     1.80822     1.71182  0.00466855
        2811     1.80778     1.71185  0.00466701
        2812     1.80724     1.71188  0.00466548
        2813      1.8066     1.71192  0.00466394
        2814     1.80586     1.71195   0.0046624
        2815     1.80503     1.71198  0.00466086
        2816     1.80409     1.71202  0.00465932
        2817     1.80306     1.71205  0.00465778
        2818     1.80193     1.71208  0.00465624
        2819     1.80069     1.71211  0.00465469
        2820     1.79936     1.71214  0.00465314
        2821     1.79793     1.71217  0.00465159
        2822     1.79639      1.7122  0.00465004
        2823     1.79476     1.71223  0.00464848
        2824     1.79303     1.71226  0.00464693
        2825      1.7912     1.71229  0.00464537
        2826     1.78928     1.71232   0.0046438
        2827     1.78725     1.71234  0.00464223
        2828     1.78514     1.71237  0.00464066
        2829     1.78293     1.71239  0.00463909
        2830     1.78062     1.71242  0.00463751
        2831     1.77823     1.71244  0.00463593
        2832     1.77575     1.71246  0.00463435
        2833     1.77318     1.71249  0.00463277
        2834     1.77052     1.71251  0.00463118
        2835     1.76779     1.71253  0.00462958
        2836     1.76498     1.71254  0.00462799
