#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        6445     2.24175     1.98473   0.0107187
        6446     2.23938     1.98477   0.0107171
        6447      2.2365     1.98481   0.0107155
        6448     2.23359     1.98485   0.0107139
        6449     2.22992     1.98489   0.0107123
        6450     2.22575     1.98493   0.0107107
        6451     2.22203     1.98496   0.0107091
        6452     2.21782       1.985   0.0107075
        6453     2.21334     1.98503   0.0107059
        6454     2.20862     1.98507   0.0107043
        6455     2.20437      1.9851   0.0107027
        6456     2.19916     1.98514   0.0107011
        6457     2.19421     1.98517   0.0106995
        6458     2.18855      1.9852   0.0106979
        6459     2.18292     1.98523   0.0106962
        6460     2.17684     1.98526   0.0106946
        6461     2.17057     1.98529    0.010693
        6462     2.16412     1.98532   0.0106914
        6463     2.15726     1.98534   0.0106898
        6464        2.15     1.98537   0.0106882
        6465     2.14427     1.98539   0.0106865
        6466     2.13721     1.98542   0.0106849
        6467     2.12979     1.98544   0.0106833
        6468     2.12251     1.98546   0.0106816
        6469     2.11561     1.98548     0.01068
        6470      2.1084      1.9855   0.0106784
        6471     2.10089     1.98552   0.0106767
        6472     2.09332     1.98553   0.0106751
        6473     2.08549     1.98555   0.0106735
        6474     2.07788     1.98556   0.0106718
        6475     2.07027     1.98558   0.0106702
        6476     2.06315     1.98559   0.0106685
        6477      2.0551      1.9856   0.0106669
        6478     2.04782     1.98561   0.0106653
        6479     2.04059     1.98562   0.0106636
        6480     2.03296     1.98562    0.010662
        6481     2.02566     1.98563   0.0106603
        6482     2.01871     1.98564   0.0106587
        6483     2.01163     1.98564    0.010657
        6484     2.00541     1.98564   0.0106554
        6485     1.99812     1.98564   0.0106538
        6486       1.991     1.98565   0.0106521
        6487     1.98477     1.98565   0.0106505
        6488     1.97848     1.98564   0.0106488
        6489     1.97264     1.98564   0.0106472
        6490     1.96627     1.98564   0.0106456
        6491     1.96109     1.98564   0.0106439
        6492     1.95542     1.98563   0.0106423
        6493     1.94999     1.98563   0.0106406
        6494     1.94529     1.98562    0.010639
        6495     1.94084     1.98561   0.0106374
        6496     1.93642      1.9856   0.0106357
        6497     1.93203      1.9856   0.0106341
        6498     1.92816     1.98559   0.0106325
        6499     1.92434     1.98558   0.0106308
        6500     1.92129     1.98557   0.0106292
        6501     1.91878     1.98556   0.0106276
        6502     1.91633     1.98555   0.0106259
        6503     1.91394     1.98554   0.0106243
        6504     1.91233     1.98553   0.0106227
        6505     1.91056     1.98551   0.0106211
        6506     1.90933      1.9855   0.0106194
        6507     1.90818     1.98549   0.0106178
        6508     1.90709     1.98548   0.0106162
        6509     1.90656     1.98547   0.0106146
        6510     1.90609     1.98545   0.0106129
        6511     1.90616     1.98544   0.0106113
        6512     1.90703     1.98543   0.0106097
        6513     1.90746     1.98542   0.0106081
        6514      1.9082     1.98541   0.0106064
        6515     1.90946     1.98539   0.0106048
        6516     1.91126     1.98538   0.0106032
        6517     1.91333     1.98537   0.0106016
        6518     1.91495     1.98536      0.0106
        6519     1.91781     1.98535   0.0105983
        6520     1.92068     1.98534   0.0105967
        6521      1.9238     1.98533   0.0105951
        6522     1.92669     1.98532   0.0105935
        6523     1.93029     1.98531   0.0105919
        6524     1.93363     1.98531   0.0105902
        6525     1.93767      1.9853   0.0105886
        6526     1.94168     1.98529    0.010587
        6527     1.94612     1.98529   0.0105854
        6528     1.95099     1.98528   0.0105838
        6529     1.95556     1.98528   0.0105821
        6530     1.96004     1.98527   0.0105805
        6531     1.96492     1.98527   0.0105789
        6532     1.96995     1.98527   0.0105773
        6533      1.9751     1.98527   0.0105757
        6534     1.98062     1.98526    0.010574
        6535       1.986     1.98526   0.0105724
        6536     1.99148     1.98527   0.0105708
        6537     1.99754     1.98527   0.0105692
        6538     2.00342     1.98527   0.0105676
        6539     2.00889     1.98527    0.010566
        6540     2.01465     1.98528   0.0105643
        6541     2.02022     1.98528   0.0105627
        6542     2.02582     1.98529   0.0105611
        6543     2.03168      1.9853   0.0105595
        6544     2.03732      1.9853   0.0105579
        6545      2.0432     1.98531   0.0105563
        6546     2.04956     1.98532   0.0105547
        6547     2.05566     1.98533   0.0105531
        6548     2.06223     1.98535   0.0105515
        6549      2.0678     1.98536   0.0105499
        6550     2.07334     1.98537   0.0105483
        6551     2.07908     1.98539   0.0105467
        6552     2.08476      1.9854   0.0105451
        6553     2.09015     1.98542   0.0105435
        6554     2.09573     1.98543   0.0105419
        6555     2.10219     1.98545   0.0105403
        6556     2.10787     1.98547   0.0105387
        6557     2.11323     1.98549   0.0105371
        6558     2.11875     1.98551   0.0105355
        6559     2.12371     1.98553   0.0105339
        6560     2.12931     1.98555   0.0105323
        6561     2.13386     1.98558   0.0105308
        6562     2.13832      1.9856   0.0105292
        6563     2.14342     1.98562   0.0105276
        6564     2.14842     1.98565    0.010526
        6565     2.15357     1.98567   0.0105245
        6566     2.15864      1.9857   0.0105229
        6567     2.16289     1.98573   0.0105213
        6568     2.16704     1.98575   0.0105197
        6569     2.17111     1.98578   0.0105182
        6570     2.17582     1.98581   0.0105166
        6571     2.17995     1.98584   0.0105151
        6572     2.18448     1.98587   0.0105135
        6573     2.18917      1.9859    0.010512
        6574     2.19353     1.98593   0.0105104
        6575     2.19733     1.98597   0.0105089
        6576      2.2013       1.986   0.0105073
        6577     2.20567     1.98603   0.0105058
        6578     2.20925     1.98607   0.0105042
        6579     2.21276      1.9861   0.0105027
        6580     2.21572     1.98614   0.0105011
        6581      2.2191     1.98617   0.0104996
        6582     2.22266     1.98621   0.0104981
        6583     2.22616     1.98624   0.0104965
        6584     2.22936     1.98628    0.010495
        6585     2.23131     1.98632   0.0104935
        6586     2.23441     1.98636    0.010492
        6587      2.2377     1.98639   0.0104904
        6588      2.2407     1.98643   0.0104889
        6589     2.24486     1.98647   0.0104874
        6590     2.24778     1.98651   0.0104859
        6591     2.25065     1.98655   0.0104844
        6592     2.25301     1.98659   0.0104828
        6593     2.25581     1.98663   0.0104813
        6594     2.25882     1.98667   0.0104798
        6595     2.26108     1.98672   0.0104783
        6596     2.26378     1.98676   0.0104768
        6597      2.2667      1.9868   0.0104753
        6598     2.26958     1.98684   0.0104738
        6599     2.27244     1.98689   0.0104723
        6600     2.27528     1.98693   0.0104708
        6601     2.27784     1.98697   0.0104693
        6602     2.27966     1.98702   0.0104678
        6603     2.28266     1.98706   0.0104663
        6604     2.28539     1.98711   0.0104649
        6605      2.2869     1.98715   0.0104634
        6606     2.28935      1.9872   0.0104619
        6607     2.29201     1.98725   0.0104604
        6608     2.29442     1.98729   0.0104589
        6609     2.29608     1.98734   0.0104575
        6610     2.29868     1.98739    0.010456
        6611     2.30126     1.98743   0.0104545
        6612     2.30382     1.98748    0.010453
        6613     2.30637     1.98753   0.0104516
        6614     2.30889     1.98758   0.0104501
        6615     2.31139     1.98763   0.0104486
        6616     2.31412     1.98768   0.0104472
        6617     2.31611     1.98773   0.0104457
        6618     2.31832     1.98778   0.0104442
        6619     2.32075     1.98783   0.0104428
        6620     2.32317     1.98788   0.0104413
        6621     2.32534     1.98793   0.0104399
        6622     2.32724     1.98798   0.0104384
        6623     2.32914     1.98803    0.010437
        6624     2.33126     1.98808   0.0104355
        6625     2.33289     1.98813   0.0104341
        6626     2.33499     1.98819   0.0104326
        6627     2.33732     1.98824   0.0104312
        6628     2.33892     1.98829   0.0104298
        6629     2.34051     1.98835   0.0104283
        6630     2.34209      1.9884   0.0104269
        6631     2.34439     1.98845   0.0104255
        6632     2.34621     1.98851    0.010424
        6633      2.3485     1.98856   0.0104226
        6634     2.35031     1.98861   0.0104212
        6635     2.35188     1.98867   0.0104197
        6636     2.35393     1.98872   0.0104183
        6637     2.35623     1.98878   0.0104169
        6638     2.35781     1.98884   0.0104155
        6639     2.36012     1.98889   0.0104141
        6640     2.36268     1.98895   0.0104126
        6641     2.36572       1.989   0.0104112
        6642     2.36782     1.98906   0.0104098
        6643     2.36944     1.98912   0.0104084
        6644     2.37132     1.98918    0.010407
        6645      2.3737     1.98923   0.0104056
        6646     2.37586     1.98929   0.0104042
        6647     2.37804     1.98935   0.0104028
        6648     2.37999     1.98941   0.0104014
        6649     2.38269     1.98947      0.0104
        6650     2.38494     1.98953   0.0103986
        6651     2.38649     1.98959   0.0103972
        6652     2.38951     1.98965   0.0103958
        6653      2.3916     1.98971   0.0103944
        6654     2.39371     1.98977    0.010393
        6655     2.39586     1.98983   0.0103917
        6656     2.39804     1.98989   0.0103903
        6657     2.39978     1.98995   0.0103889
        6658     2.40251     1.99002   0.0103875
        6659     2.40504     1.99008   0.0103862
        6660     2.40736     1.99014   0.0103848
        6661     2.40972      1.9902   0.0103834
